Species1,extinction_risk,Primary.Lifestyle,RLM,Nest_Type,Nest_SBS,Flightlessness,Order,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,Family,Diet,Habitat_cat,Migration,IslandEndemic,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Min.Latitude,Max.Latitude,LAT,Elevational.Range,HB,DB,LogNightLights,LogHumanPopulationDensity,Range_size,Body_mass,Clutch_size
Lichenostomus penicillatus,Lower_risk,Insessorial,A,CP,S-T,No,Passeriformes,ArborealGleaning,Cooperative,ExposedElevated,weak,No,Meliphagidae,Nectar,Terrestrial,Sedentary,No,19.10992749,10.66270956,4.148054732,4.589323556,20.63544667,90.01881644,23.48241222,67.09019238,25.57016178,71.45803778,1.962331111,-28.19203027,-4.880182844,1.64208,864.9162067,3.415573333,2.363297143,0.746174535,1.504077397,4921949.4,19.36,2.5
Lichenostomus plumulus,Lower_risk,Insessorial,A,CP,S-T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Meliphagidae,Omnivore,Terrestrial,Sedentary,No,18.98193783,10.39652944,3.845661166,4.332978222,20.52594156,85.18965378,20.34690248,65.39097394,23.54774651,67.99786095,1.960193333,-27.43735464,-7.1089408,1.709744444,863.3737432,3.551413333,2.590135556,0.611690885,0.182321557,5368520.4,16.5,2
Lichenostomus reticulatus,Lower_risk,Insessorial,F,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Nectar,Terrestrial,Sedentary,No,19.61100667,11.15562778,4.636308889,5.117619905,21.24328181,94.21262,22.66279378,72.11138644,23.81717578,78.078442,1.982488889,-4.951282356,1.900876587,1.009615556,1090.671499,2.66524,2.034906667,0.809780126,4.231203745,27533.7,23.56,2.219101124
Lichenostomus subfrenatus,Lower_risk,Insessorial,A,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Omnivore,Terrestrial,Sedentary,No,21.1983188,11.82924867,4.565419778,5.285828794,23.16573144,100.9257256,23.20207689,78.11373267,22.96449289,87.39698333,2.002135556,-9.854351189,-2.099395356,1.015673333,1260.870664,2.9389,2.539628889,0.668740305,2.821378886,132670.1,29.66,2.219101124
Lichenostomus unicolor,Lower_risk,Insessorial,A,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Meliphagidae,Omnivore,Terrestrial,Sedentary,No,22.21964156,12.86060122,5.277130444,6.303815884,23.42973495,104.1610958,22.94323569,80.61718267,21.74644781,89.23392667,1.855326667,-15.67581598,-4.611835289,1.040673333,713.9243707,3.107817778,2.442642222,0.774596669,0.470003629,1189170.9,30.7,1.5
Lichenostomus versicolor,Lower_risk,Insessorial,A,CP,T,No,Passeriformes,ArborealGleaning,Cooperative,ExposedElevated,strong,No,Meliphagidae,Nectar,Coastal,Sedentary,No,23.59075178,13.75717133,5.317773556,6.41412927,23.67115163,108.3546547,23.57662954,84.42885511,21.41772603,97.62743721,1.677831111,-14.52986475,-2.986246489,1.018066667,1025.108332,2.594764127,2.040373333,0.827988804,2.721295428,161891.6,36.65,2
Lichenostomus virescens,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,ArborealGleaning,Cooperative,ExposedElevated,weak,No,Meliphagidae,Invertebrate,Terrestrial,Sedentary,No,21.67562067,12.86677022,5.322148222,5.966528588,21.62156474,96.76568311,22.58876829,74.68102867,23.20933689,83.85959444,1.902893333,-17.18173887,7.552118444,1.047233333,801.4614133,3.211664444,1.736782626,0.720843424,1.223775432,7306696.9,23.33,2
Lichmera alboauricularis,Lower_risk,Insessorial,A,CP,S-T-Z,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Nectar,Shrub,Sedentary,No,20.8,13.1,2.5,3.3,18.2,69.6,10.8,57,15.9,55.4,2,-10.73,-1.47,1,1067.573648,5,2,0.684866101,2.2300144,76151.28,13.3,2
Lichmera argentauris,Lower_risk,Insessorial,AW,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Nectar,Coastal,Sedentary,No,18.8,9.3,2.6,3.5,17.5,67,15.2,51.8,22.6,53.5,2,-3.56,2.23,1,500,3,2,0.692519424,3.502549876,8366.81,14,2.219101124
Lichmera deningeri,Lower_risk,Insessorial,W,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Nectar,Forest,Sedentary,Yes,22.2,12,3,3.9,19.1,77,14.9,62.1,19.4,64,1,-3.84,-3.05,1,820,2,2,0.622332977,3.449987546,8554.41,16.6,2.219101124
Lichmera flavicans,Lower_risk,Insessorial,W,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Nectar,Forest,Sedentary,Yes,19.4,9,2.7,3.4,18.6,68.7,12.1,56.3,17.6,64,1,-10.33,-8.33,1,500,3,2,0.757928931,4.194189897,25012.06,14.2,2.219101124
Lichmera incana,Lower_risk,Insessorial,O,CP,S-T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Nectar,Forest,Sedentary,Yes,23.2,11,3.1,3.7,20.5,73,12.6,59.2,17.6,62.6,1,-22.71,-15.88,1,1000,4,3,0.954485913,2.912350665,24110.3,13.1,2
Lichmera indistincta,Lower_risk,Insessorial,AW,CP,S-T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Nectar,Woodland,Sedentary,No,18.8,9.9,2.4,3.2,17.1,66.8,11.5,56.7,16.9,52.7,2,-35.21,-5.32,2,2600,8,2,0.752120619,1.252762968,5351801.88,11.2,3
Lichmera lombokia,Lower_risk,Insessorial,W,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Nectar,Forest,Sedentary,Yes,22.7,13.7,2.9,3.7,19.5,65.5,8.9,56.2,13.6,52.4,1,-8.96,-8.13,1,1340,3,2,0.707106781,4.337290741,8705.54,15.3,2.219101124
Lichmera monticola,Lower_risk,Insessorial,W,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Nectar,Forest,Sedentary,Yes,25,12.8,2.7,3.9,20,73.9,15.1,58.8,20.5,65,1,-3.39,-2.88,1,1300,2,2,0.547722558,1.722766598,3713.67,6,2.219101124
Lichmera notabilis,Lower_risk,Insessorial,W,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Nectar,Forest,Sedentary,Yes,20.2,13.6,2.9,3.3,19.2,72.5,13.5,59,18.6,63,2,-8.02,-7.56,1,239,5,2,0.562341325,3.117949906,2638.29,11.5,2.219101124
Lichmera squamata,Lower_risk,Insessorial,W,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,Meliphagidae,Nectar,Forest,Sedentary,Yes,21.3,10.6,3,3.7,21.1,68.3,11.5,56.6,16.9,56.9,2,-8.35,-5.27,1,500,5,2,0.622332977,3.020424886,9998.94,14.5,2
Limicola falcinellus,Lower_risk,Terrestrial,P,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Scolopacidae,AquaticAnimals,Wetland,Migratory,No,39.24300243,28.16835822,4.89074627,6.119148667,33.129191,144.8309756,69.82359322,77.82999644,48.42728167,74.19081333,2.898551111,41.27652084,60.31979302,2.99562,1625.339701,3.476184444,2.334668283,0.933691485,1.193922468,1006183.1,37.1,4
Limnoctites rectirostris,Lower_risk,Insessorial,L,SP,Z,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Wetland,Sedentary,No,25.8,19,3,4.1,18,59.1,7.8,51.5,13.2,63.7,3,-35.32,-29.2,3,1100,3,1,1.418612414,4.794136286,179597.01,18.5,4
Limnoctites sulphuriferus,Lower_risk,Insessorial,L,SP,Z,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Wetland,Sedentary,No,16.80455,10.04723889,3.809316889,4.083963926,18.70908011,78.76764786,19.89111533,59.136586,25.09084911,60.86118216,2.379795556,-37.14865176,-17.00987742,3,300,2,1,0.997914831,2.797905345,1955334.949,13,4
Limnodromus griseus,Higher_risk,Terrestrial,LN,SC,Z,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,none,No,Scolopacidae,Invertebrate,Wetland,Migratory,No,61,53.1,4.4,6.8,33.6,143,71.8,70.8,50.3,55.2,3,49.2,62.9,2,500,3,2,0.86117353,0.78845736,2380406.64,110.5,5
Limnodromus scolopaceus,Lower_risk,Terrestrial,LN,SC,S,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,none,No,Scolopacidae,Invertebrate,Wetland,Migratory,No,70.7,61.9,4.5,7.1,38.6,145.5,74.2,71.2,51,56.5,3,59.64,74.27,2,1600,2,2,0.66021958,0.09531018,1045265.04,104.4,4
Limnodromus semipalmatus,Lower_risk,Terrestrial,EZ,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,none,No,Scolopacidae,Invertebrate,Wetland,Migratory,No,86.5,74.2,5.7,8.1,49.4,174.2,91.8,83.5,52.4,61.2,3,44,60.08,2,1000,5,2,0.971286834,2.674148649,2745344,212,3
Limnornis curvirostris,Lower_risk,Insessorial,L,SP,Z,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Wetland,Sedentary,No,23.5,15.2,3.5,4.7,25.5,69.9,10,59.9,14.3,67.7,3,-38.41,-29.33,3,100,2,1,1.375532185,4.561218298,217435.32,28.6,2
Limnothlypis swainsonii,Lower_risk,Terrestrial,LN,CP,S,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Parulidae,Invertebrate,Forest,Migratory,No,17.8,11.4,3.4,4.3,17.7,71.6,17.9,53.9,25,49.6,1,28.57,39.16,2,1800,3,1,1.664174415,3.7208625,1142671.96,18.9,7
Limosa fedoa,Higher_risk,Terrestrial,NL,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,none,No,Scolopacidae,Invertebrate,Wetland,Migratory,No,112.5,93.7,6.8,9.2,71.6,224.8,118,106.7,52.5,77.2,3,43.19,57.79,5,500,3,4,1.177132383,1.740466175,1140759.5,357,5
Limosa haemastica,Higher_risk,Terrestrial,LN,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,none,No,Scolopacidae,Invertebrate,Wetland,Migratory,No,86.2,73.1,5.2,8.1,56.1,210.2,121.5,89.7,57.5,73,3,54.28,70.64,5,3700,5,3,0.746174535,0.641853886,432823.38,253.3,4
Limosa lapponica,Lower_risk,Terrestrial,EZ,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,none,No,Scolopacidae,Invertebrate,Grassland,Migratory,No,92.5,75.1,5.4,8.1,53.2,210.1,117.8,90.3,56.6,74,3,59.8,75.26,5,440,5,1,0.752120619,0.470003629,1469087.3,291.7,5
Limosa limosa,Lower_risk,Terrestrial,E,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,none,No,Scolopacidae,Invertebrate,Wetland,Migratory,No,113.5,95.6,6,10,78,215.6,110.2,103.6,51.5,78,3,41.74,69.09,2,500,4,2,1.248537435,3.663561646,10058061.19,288.4,5
Linaria cannabina,Lower_risk,Terrestrial,P,CP,G-S-T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Fringillidae,Seed,Woodland,Sedentary,No,12.4,7.8,5,6.6,15.7,78.4,26.9,51.2,34.4,56.2,2,27.64,65.97,3,3600,7,3,1.462106642,4.276666119,10715477.38,19.5,6
Linaria flavirostris,Lower_risk,Insessorial,IP,CP,G-S-R-A,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Fringillidae,Seed,Grassland,Migratory,No,9.3,6.9,4.6,5.8,14.7,75.9,24.2,51.7,31.9,64.8,3,28.39,71.19,2,4900,2,3,0.968546928,3.374168709,6668808.82,15.4,6
Linaria johannis,Lower_risk,Generalist,F,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Fringillidae,Seed,Shrub,Sedentary,No,10.3,7.7,5.8,7,14.4,73.6,17.6,56,23.9,51.5,2,10.56,11.04,1,1200,2,1,0.4949232,2.833213344,2340.98,13.4,3.864285714
Linaria yemenensis,Lower_risk,Terrestrial,F,CP,S-T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Fringillidae,Seed,Shrub,Sedentary,No,10.4,6.3,5.2,6.3,15.3,72.4,19,53.4,26.1,53.8,3,13.63,21.5,1,1200,3,2,1.553212032,4.694096395,79054.22,14.3,4
Linurgus olivaceus,Lower_risk,Insessorial,F,HC,S,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Fringillidae,Seed,Forest,Sedentary,No,15.3,10.7,6.6,8.1,18.2,72.5,15,57.3,20.8,48,1,-10.83,7.58,1,1300,2,3,0.976698112,4.414009681,220044.21,20.3,3
Liocichla bugunorum,Higher_risk,Insessorial,P,CP,S,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Leiotrichidae,Fruit,Shrub,Sedentary,No,14.8,8.3,3.3,4.9,31.1,75.1,3.9,71.2,5.2,82.2,2,27.07,27.16,3,280,2,2,0,0,2.75,40,3.028735632
Liocichla omeiensis,Higher_risk,Insessorial,P,CP,S,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Leiotrichidae,Fruit,Forest,PartiallyMigratory,No,14.8,8.3,3.3,4.9,31.1,75.1,3.9,71.2,5.2,82.2,1,27.76,29.75,3,500,4,2,0.88375617,4.562262685,8458.5,40.4,4
Liocichla phoenicea,Lower_risk,Insessorial,I,CP,S,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Leiotrichidae,Invertebrate,Forest,Sedentary,No,19.4,9.9,4.2,5.7,33.7,86.2,7.5,78.7,8.7,99.6,1,20.18,29.66,2,1100,5,3,1.014673846,3.819907717,415025.55,49,4
Liocichla ripponi,Lower_risk,Insessorial,I,CP,S,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Leiotrichidae,Omnivore,Riparian,Sedentary,No,19.3,9.4,4.2,5.5,31.7,86,5.5,80.5,6.4,93.2,1,17.81,26.01,2,800,3,3,1.147714915,4.378133261,385946.87,49,3
Liocichla steerii,Lower_risk,Insessorial,IP,CP,S-T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Leiotrichidae,Invertebrate,Forest,Sedentary,No,15.8,8,3.8,4.7,29.7,74.6,5.7,68.6,7.7,81,2,22.4,24.89,2,2170,2,4,1.261188872,2.862200881,14429.69,31.4,4
Lioparus chrysotis,Lower_risk,Insessorial,I,CP-SP,A-S,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Sylviidae,Invertebrate,Forest,Sedentary,No,9.9,4.8,2.7,2.9,20.4,52,6.9,45.1,13.3,47.2,1,14.83,34.91,3,1950,3,3,1.057371263,4.844187086,1322119.82,5.5,5
Lioptilus nigricapillus,Higher_risk,Insessorial,L,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Sylviidae,Fruit,Terrestrial,PartiallyMigratory,No,19.18927467,11.25740807,5.404721111,6.098094889,21.36475422,97.39885587,23.29212667,74.699436,23.61990667,79.74387733,1.987502222,-6.6436808,8.006753911,1.04688,1308.036093,2.983034444,2.101235556,1.192169049,4.036008985,170918.7,29.64,2
Liosceles thoracicus,Lower_risk,Terrestrial,L,SP,G,No,Passeriformes,GroundForaging,NonCooperative,Cavity,strong,No,Rhinocryptidae,Invertebrate,Forest,Sedentary,No,21.4,11.5,4.2,5.5,28.3,72.6,5.8,67.2,7.8,72.4,1,-13.94,1.5,1,600,1,1,0.707106781,1.252762968,2273901.19,40.5,2.055555556
Lipaugus ater,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Cotingidae,Fruit,Forest,Sedentary,No,27.4,15,8.5,9.3,29.6,145,29.3,115.7,20.2,115.5,1,-23.56,-21.81,1,850,1,2,0.979949301,2.926419713,12392.12,80,2.40949894
Lipaugus conditus,Higher_risk,Insessorial,L,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,none,No,Cotingidae,Fruit,Forest,Sedentary,No,18.7,12.6,5.6,6.9,25.7,121,17,103.9,14,105.4,1,-22.61,-22.25,1,545,1,1,0.92233578,2.465688622,250.46,80,2.035434929
Lipaugus fuscocinereus,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Cotingidae,Fruit,Forest,Sedentary,No,29.3,15.8,10.1,9.3,29,182.2,33.6,148.7,18.5,158.2,1,-5.2,7.43,1,1000,1,1,1.404388939,5.450179716,42613.15,138,1.538461538
Lipaugus lanioides,Lower_risk,Insessorial,L,PL,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Cotingidae,Fruit,Forest,Sedentary,No,26.1,16,8,8.3,24.6,133.8,22.8,111,17,116,1,-27.36,-14.44,2,500,1,2,1.725275402,5.488110938,201153.3,94.8,1
Lipaugus streptophorus,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Cotingidae,Fruit,Forest,Sedentary,No,22.7,13.8,8.6,7.3,20.2,125,26.8,98.2,21.4,95.8,1,4.49,6.01,1,800,1,2,0.795270729,1.223775432,47371.38,57.2,1.538461538
Lipaugus unirufus,Lower_risk,Insessorial,L,SA,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Cotingidae,Invertebrate,Forest,Sedentary,No,24,15,7.2,8.1,21.2,132.4,26.8,103.9,20.4,112,1,0.07,18.45,1,1200,1,2,0.933691485,3.122364924,462431.54,82.1,1
Lipaugus uropygialis,Higher_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Cotingidae,Fruit,Forest,Sedentary,No,28.4,15.9,8.4,9.2,29.6,139.6,15.7,123.9,11.3,143.7,1,-17.81,-12.04,1,950,1,1,0.746174535,1.547562509,15254.67,116,1.538461538
Lipaugus vociferans,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Cotingidae,Omnivore,Forest,Sedentary,No,26.9,13.8,8,7.3,21.4,123.1,20.9,102.1,16.9,110.2,1,-20.88,10.58,1,900,2,2,0.819036259,1.824549292,7063057.92,75.4,1
Lipaugus weberi,Higher_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Cotingidae,Fruit,Forest,Sedentary,No,22.2,13.9,7,7.1,22.5,127.8,27,100.8,21,106.9,1,6.88,7.13,1,525,1,2,1.629473415,0,41.87,72.1,1.538461538
Lissotis hartlaubii,Lower_risk,Terrestrial,F,SC,G,No,Otidiformes,GroundForaging,NonCooperative,ExposedGround,none,No,Otididae,Omnivore,Grassland,Sedentary,No,48.4,27.3,10.8,9.3,126,328.4,126.2,198.1,38.9,150.4,3,-5.3,15.22,1,1600,2,2,0.790252997,3.36729583,606100.64,1190,2
Lissotis melanogaster,Lower_risk,Terrestrial,F,SC,G-Z,No,Otidiformes,GroundForaging,NonCooperative,ExposedGround,none,No,Otididae,Invertebrate,Grassland,Sedentary,No,46.6,25.7,10.1,8.7,133.8,332,120.9,203.9,37.2,170.4,3,-33.17,17,2,2500,5,4,1.009853407,3.718438256,10594022.75,1151.5,2
Litus maculipennis,Lower_risk,Aerial,L,SC,G,No,Charadriiformes,ForagingGeneralist,NonCooperative,ExposedGround,none,No,Laridae,AquaticAnimals,Wetland,Sedentary,No,47.48115333,26.50218467,11.42314167,14.07720267,51.31216956,286.8980769,130.1047224,164.2642593,45.658574,140.490216,2.876568889,-31.05813242,1.642420667,1.596355556,1211.588118,3.00308,2.820573333,1.055250147,3.104586678,2150259.2,339,2.5
Lixus melanocephalus,Lower_risk,Terrestrial,L,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,none,No,Laridae,Omnivore,Coastal,PartiallyMigratory,No,46.08738582,26.34596378,11.65144467,13.90057378,62.24229022,273.6100091,120.7527362,162.2093509,44.21811429,140.4977702,2.866424444,-9.499867356,14.43085544,1.447191111,1013.94642,2.771764444,2.817924444,1.523692014,4.89858579,248346.8,256,2.5
Loboparadisea sericea,Lower_risk,Insessorial,A,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,none,No,Cnemophilidae,Fruit,Forest,Sedentary,No,19.8,8.6,6.1,5.5,31.3,93.8,10.2,84,10.9,61.2,1,-10.25,-2.41,1,800,1,1,0.642114135,2.174751721,159123.19,67.3,1
Lobotos lobatus,Higher_risk,Insessorial,F,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Campephagidae,Invertebrate,Forest,Sedentary,No,17.3,10.2,5.3,5.6,19.3,95.6,21.2,74.5,22.1,77.4,1,4.35,8.61,1,700,1,2,0.908086519,4.186619838,343073.96,33.1,2.067567568
Lobotos oriolinus,Lower_risk,Insessorial,F,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Campephagidae,Invertebrate,Forest,Sedentary,No,17.1,9.6,5.7,5,19.1,97.3,20.8,76.5,21.4,74.9,1,-3.1,5.91,1,1300,2,1,0.642114135,2.493205453,440279.03,33.1,2.067567568
Lochmias nematura,Lower_risk,Terrestrial,L,BU,G,No,Passeriformes,GroundForaging,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Riparian,Sedentary,No,23.9,14.4,3.2,4.2,24.6,68.6,7.8,60.9,11.4,49.8,1,-34.98,10.62,2,2055,2,2,1.271042659,3.869115504,2648897.91,22,2
Locustella accentor,Lower_risk,Generalist,I,SP,S,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,strong,No,Locustellidae,Invertebrate,Forest,Sedentary,No,14.8,8.8,3.3,3.4,22.8,58,6.2,51.3,10.8,61.2,1,5.47,6.18,1,610,2,1,0.808098994,3.249095967,488.6,19,2.616632445
Locustella alfredi,Lower_risk,Insessorial,F,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Locustellidae,Invertebrate,Forest,Sedentary,No,18.76733556,10.92116105,5.538091778,4.94462037,17.59260644,87.53216867,21.78497578,65.8057667,24.674506,73.54572467,1.330291111,-11.40795453,11.25751922,1,1975,6,1,0.969864008,3.850329526,2836796.582,15.75,2.659590924
Locustella alishanensis,Lower_risk,Generalist,I,CP,Z,No,Passeriformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Locustellidae,Invertebrate,Grassland,Sedentary,No,13.8,7.8,2.6,2.8,19.6,54,10.3,43.7,19.1,58.5,2,22.37,24.82,2,1800,2,1,0.984650177,1.609437912,12632.48,10,2
Locustella castanea,Lower_risk,Generalist,W,SP,S,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Locustellidae,Invertebrate,Forest,PartiallyMigratory,Yes,19.3,9,3,3.5,24.9,57.8,4.6,53.1,8,55.3,1,-5.43,1.22,1,2050,3,1,0.819960953,3.949641475,35721.93,19,2.800705705
Locustella caudata,Lower_risk,Generalist,I,SP,S,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Locustellidae,Invertebrate,Forest,PartiallyMigratory,Yes,15.4,8.6,3,3.6,25.3,60.7,5.2,55.2,8.7,83,1,6.85,18.53,1,2050,2,1,1.101993178,4.487265288,24616.94,22.9,3.051927046
Locustella certhiola,Lower_risk,Insessorial,IP,CP,G,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedGround,weak,No,Locustellidae,Invertivore,Shrub,Migratory,No,14.1,8.3,2.8,3.4,20.9,61.4,15.6,44.7,25.8,53.6,2,35.7,66.07,2.415891111,2161.247298,4.135588889,1.819524444,0.880111737,2.332143895,12473259.06,14.4,3.225806452
Locustella chengi,Lower_risk,Insessorial,P,SP,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Locustellidae,Invertebrate,Forest,PartiallyMigratory,No,13,7.2,2.8,3,17.8,50,7.4,42.5,14.9,55,2,25.87,34.41,3,1275,2,1,1.0612286,3.946356616,314467.34,10,4
Locustella davidi,Lower_risk,Generalist,IP,DM,Z,No,Passeriformes,GroundForaging,NonCooperative,Cavity,weak,No,Locustellidae,Invertebrate,Riparian,Migratory,No,12.1,6.7,2.4,2.6,18.5,53.2,10.3,41.5,19.9,43.2,2,37.6,55.85,2,1400,3,1,1.031025985,4.15575319,1190161.8,10,6
Locustella disturbans,Lower_risk,Insessorial,A,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Locustellidae,Invertebrate,Forest,Sedentary,No,26.17575425,14.929326,5.968169206,7.577202222,28.89562389,125.0881113,24.82797067,100.7904053,19.60895978,113.8176094,1.059877778,-10.02796471,-1.012179743,1,808.4936911,2,1,0.654135019,2.342083451,168634.3436,82.162679,1.963308466
Locustella fasciolata,Lower_risk,Insessorial,IP,CP,G,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedGround,weak,No,Locustellidae,Invertivore,Shrub,Migratory,No,20.5,11.6,3.2,4.3,25.5,75.5,18.4,57.1,24.4,66,2,42.81,59.1,2.286875556,1903.81128,3.943006667,1.97028,0.945741609,2.617395833,3559627.54,27.1,3.5
