Species1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Primary.Lifestyle,Min.Latitude,Max.Latitude,RR,ISL,RLM,LAT,Elevational.Range,HB,DB,Nest_Type,Nest_SBS,Flightlessness,Family,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,LogNightLights,LogHumanPopulationDensity,IUCN_status,Range_size,Body_mass,Order1,Clutch_size,Diet,Habitat_cat,Migration,extinction_risk
Muscicapa griseisticta,11.9,6.8,4.5,3.4,14.4,84.5,28.2,56,33.6,47,1,Insessorial,41.34,56.84,0,0,E,2,2000,3,1,CP,"N,T",No,Muscicapidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.853235599894925,2.58021682959233,LC,1482748.62,15.9,Passeriformes,5,Invertebrate,Forest,Migratory,Lower_risk
Muscicapa muttui,14.9,8.7,5.1,3.7,13.1,71.4,18.8,53.2,26.1,55,1,Insessorial,17.24,33.19,0,0,I,2,1550,2,1,CP,S,No,Muscicapidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.13848501952444,4.71312732749318,LC,1144475.6,12,Passeriformes,5,Invertebrate,Forest,Migratory,Lower_risk
Muscicapa sethsmithi,10.7,5.8,3.4,2.8,10.9,56.4,10.2,45.6,18.2,42.2,1,Insessorial,-6.41,7.62,0,0,F,1,2100,2,1,CP,"C,T",No,Muscicapidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.84918210949878,3.08648663682246,LC,1271455.18,9.1,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Muscicapa sibirica,11.7,6.4,4.6,3.1,13.1,75.5,24.8,50,33,45.7,1,Insessorial,20.94,60.98,0,0,IP,2,2600,1,1,CP,"C,T",No,Muscicapidae,AerialSallying,NonCooperative,Cavity,weak,No,0.945741609003176,3.26575941076705,LC,8436138.82,13.2,Passeriformes,4,Invertebrate,Forest,Migratory,Lower_risk
Muscigralla brevicauda,14.9,8.6,3.6,3.1,25.7,60.9,9.5,51.9,15.5,35,3,Terrestrial,-18.59,-1.26,0,0,L,1,1500,2,1,CP,G,No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,1.28422827030363,4.65014355163082,LC,166922.92,12.6,Passeriformes,5,Invertebrate,Shrub,Sedentary,Lower_risk
Muscipipra vetula,17.3,10.4,6.4,4.7,19.9,112.2,29.9,81.9,26.8,112.4,1,Insessorial,-30.81,-18.52,0,0,L,2,1200,3,1,CP,S,No,Tyrannidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.45485430502565,4.56746831880408,LC,828420,27,Passeriformes,3,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Muscisaxicola albifrons,22.9,13.1,4.7,4.6,37.5,159.8,59.8,100,37.3,93.4,3,Terrestrial,-18.25,-8.77,0,0,L,1,1500,2,1,CP,S,No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.872683969479439,3.27714473299218,LC,285962.86,34,Passeriformes,2.71527777777778,Invertebrate,Grassland,PartiallyMigratory,Lower_risk
Muscisaxicola albilora,19.3,11.1,4,3.8,30.2,113.7,37.5,76.2,33,70,3,Terrestrial,-50.81,-26.31,0,0,L,2,2700,2,1,CP,R,No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.97128683364167,3.03013370027132,LC,358526.85,22.6,Passeriformes,3,Invertebrate,Grassland,Migratory,Lower_risk
Muscisaxicola alpinus,17.9,9.8,3.9,3.7,31.3,126.3,37.7,88.6,29.8,78.7,3,Terrestrial,-3.05,6.56,0,0,L,1,1400,2,1,CR,R,No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,1.62073597705263,5.54712866461082,LC,42973.19,26.1,Passeriformes,4,Invertebrate,Grassland,PartiallyMigratory,Lower_risk
Muscisaxicola capistratus,19.3,11,3.9,3.8,28.1,114.6,40.6,74.1,35.3,68.8,3,Terrestrial,-54.03,-46.13,0,0,L,2,4000,2,1,CP,"G,N",No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.727427152512826,0.587786664902119,LC,268373.35,26.6,Passeriformes,3,Invertebrate,Grassland,Migratory,Lower_risk
Muscisaxicola cinereus,16.8,9.4,3.2,3.4,28.6,105.6,31.3,74.3,29.6,66.5,3,Terrestrial,-37.22,-15.05,0,0,L,2,2500,2,1,CP,R,No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,1,3.16968558067743,LC,649847.82,18.6,Passeriformes,2,Invertebrate,Grassland,PartiallyMigratory,Lower_risk
Muscisaxicola flavinucha,19.5,11.2,3.8,3.7,31.8,137.5,53.3,83.7,38.9,78.3,3,Terrestrial,-55.2,-17.53,0,0,L,2,4000,3,1,CP,"G,R",No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.97128683364167,2.68102152871429,LC,762777.01,36.2,Passeriformes,4,Invertebrate,Rocky,PartiallyMigratory,Lower_risk
Muscisaxicola fluviatilis,16,9.5,4,3.3,19,73.5,14.4,59,19.6,50.6,3,Terrestrial,-17.18,-2.21,0,0,L,1,800,2,1,CP,G,No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.836660026534076,1.70474809223843,LC,1234514.01,14.7,Passeriformes,2,Invertebrate,Riparian,Sedentary,Lower_risk
Muscisaxicola frontalis,21.3,12.7,4,3.8,31.7,117.3,37.4,79.8,31.9,72.8,3,Terrestrial,-41.57,-23.56,0,0,L,2,1800,2,1,CR,R,No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,1.04880884817015,3.44041809481544,LC,223028.47,28.9,Passeriformes,2,Invertebrate,Grassland,Migratory,Lower_risk
Muscisaxicola juninensis,17,8.9,3.1,3.2,27.8,111.4,32.2,79.2,28.9,72.2,3,Terrestrial,-27.17,-9.63,0,0,L,2,800,3,1,CR,R,No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.914691219228694,2.99573227355399,LC,514054.92,22.2,Passeriformes,2.71527777777778,Invertebrate,Grassland,PartiallyMigratory,Lower_risk
Muscisaxicola maclovianus,17.5,9,3.5,3.5,28.9,104.1,35.3,68.8,33.9,65.8,3,Terrestrial,-55.98,-37.58,0,0,L,2,1200,3,1,CP,R,No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.774596669241483,1.90210752639692,LC,488724.37,23.8,Passeriformes,3,Invertebrate,Grassland,Migratory,Lower_risk
Muscisaxicola maculirostris,16.5,9,3.5,3.1,25.5,85.5,22.4,62.8,26.2,61.3,3,Terrestrial,-52.4,6.75,0,0,L,2,3500,4,2,CP,G,No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.962996287401759,2.8094026953625,LC,1996565.98,14.2,Passeriformes,4,Invertebrate,Plains,Sedentary,Lower_risk
Muscisaxicola rufivertex,19.3,11.2,3.6,3.6,27.2,101.5,27.7,73.8,27.3,69.4,3,Terrestrial,-38.28,-15.46,0,0,L,2,3900,2,1,CP,R,No,Tyrannidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.987258544901434,2.98568193770049,LC,696474.96,20,Passeriformes,3,Invertebrate,Grassland,PartiallyMigratory,Lower_risk
Musophaga rossae,35,12.2,7.4,12.9,44.9,224.7,33.4,191.3,14.8,232.7,2,Insessorial,-16.27,10.27,0,0,F,1,1800,4,2,PL,"S,T",No,Musophagidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.03555807634162,3.55534806148941,LC,3088906.06,361.4,Musophagiformes,2,Fruit,Forest,Sedentary,Lower_risk
Musophaga violacea,34.5,14.1,10.2,15.2,42.2,210.2,36,174.2,17.1,194.8,2,Insessorial,4.74,14.61,0,0,F,1,1000,4,2,PL,T,No,Musophagidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.13508143878425,4.14946386144318,LC,2077717.14,360,Musophagiformes,2,Fruit,Riparian,Sedentary,Lower_risk
Myadestes elisabeth,14.8,8.4,4.5,4,21.7,86.2,18.4,67.8,21.4,88,1,Insessorial,19.98,22.82,0,1,L,1,2000,3,2,CP,"G,R,T",No,Turdidae,AerialSallying,NonCooperative,Cavity,strong,No,1.063659179389,4.3502779363593,NT,8505.1,30,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Myadestes genibarbis,14.1,7.4,4.4,3.8,21.4,87.4,20.9,66.6,23.9,91.2,1,Insessorial,13.12,19.95,0,1,L,1,640,3,2,CP,"G,R,T",No,Turdidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.42036055288198,5.40042258948519,LC,88012.58,29.2,Passeriformes,3,Fruit,Forest,Sedentary,Lower_risk
Myadestes melanops,14.7,6.7,4.4,4.2,20.7,87,18.7,68.2,21.5,78.3,1,Insessorial,8.35,10.99,1,0,L,1,2300,5,3,CP,"G,T",No,Turdidae,ArborealGleaning,NonCooperative,Cavity,strong,No,1.36188241015851,4.54009818924438,LC,31920.03,32.1,Passeriformes,3,Fruit,Forest,Sedentary,Lower_risk
Myadestes occidentalis,15.4,7.8,4.8,4.6,20.8,102.5,27.6,74.8,27,101.2,1,Insessorial,13.59,28.69,0,0,L,2,3200,3,1,CP,G,No,Turdidae,ArborealGleaning,NonCooperative,ExposedGround,weak,No,1.42642875564733,4.78331637137157,LC,528718.34,36.4,Passeriformes,3,Fruit,Forest,PartiallyMigratory,Lower_risk
Myadestes ralloides,14.8,6.8,4.6,3.7,20.5,84.1,19.6,64.5,23.3,78.2,1,Insessorial,-21.08,11.05,0,0,L,1,2000,2,2,CP,G,No,Turdidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.18920711500272,4.24849524204936,LC,457703.18,29.1,Passeriformes,2,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Myadestes townsendi,15.7,8.2,4.4,4.6,20.9,113.3,34.3,80.6,29.9,103,2,Insessorial,21.72,66.88,0,0,N,3,3150,6,2,CP,G,No,Turdidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.984650177211819,2.04122032885964,LC,3710015.72,33.2,Passeriformes,5,Omnivore,Forest,PartiallyMigratory,Lower_risk
Myadestes unicolor,14.8,7.6,4.9,4.5,20,93.3,22,71.4,23.5,89.2,1,Insessorial,12.75,21.39,0,0,L,1,1920,2,2,CP,G,No,Turdidae,ArborealGleaning,NonCooperative,ExposedGround,weak,No,1.18622288291325,4.44265125649032,LC,184166.54,37.9,Passeriformes,3,Fruit,Forest,PartiallyMigratory,Lower_risk
Mycerobas affinis,25.7,16.8,11.8,14.9,27.4,123.8,31,92.5,25.1,89.2,1,Insessorial,25.02,35.83,0,0,IP,3,1800,1,4,HC,T,No,Fringillidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.836660026534076,3.8155121050473,LC,1011882.5,83,Passeriformes,3.86428571428572,Seed,Forest,PartiallyMigratory,Lower_risk
Mycerobas carnipes,25.5,16.6,13.4,16.2,25.7,112.8,32.1,80.4,28.5,94.4,2,Insessorial,24.32,48.32,0,0,P,3,3600,3,3,CP,T,No,Fringillidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.861173529963367,3.47506723022861,LC,3247977.86,58.8,Passeriformes,3,Fruit,Forest,Sedentary,Lower_risk
Mycerobas icterioides,27,18.8,13.3,16.5,26.4,127.4,35,92.7,27.4,91.4,1,Insessorial,27.62,36.65,0,0,P,3,1700,3,4,HC,T,No,Fringillidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.974003746425297,4.76813901426623,LC,406197.58,67,Passeriformes,3,Herbivore,Forest,Sedentary,Lower_risk
Mycerobas melanozanthos,27.8,18,14.1,18,22.3,120.6,43.5,76.3,36.3,72.8,1,Insessorial,18.64,35.16,0,0,IP,3,2600,1,2,CP,T,No,Fringillidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.97128683364167,3.958906591327,LC,1431214.95,62,Passeriformes,3,Herbivore,Forest,Sedentary,Lower_risk
Mycteria leucocephala,254.2,238,37.5,46,222.2,474.2,200.8,288.2,41.1,183.5,3,Terrestrial,5.92,27.29,0,0,IP,2,500,3,3,PL,T,No,Ciconiidae,GroundForaging,NonCooperative,ExposedElevated,none,No,1.40708883419716,5.67229180756483,LC,1543399.32,3180,Ciconiiformes,5,Fish,Wetland,PartiallyMigratory,Lower_risk
Myiagra alecto,19.8,11.8,5.9,4.7,19.3,86.4,13.2,74.3,15,72.4,2,Insessorial,-27.67,2.65,0,0,AW,1,1220,5,1,CP,T,No,Monarchidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.779920670985083,1.70474809223843,LC,1376502.43,23.6,Passeriformes,3,Invertebrate,Riparian,Sedentary,Lower_risk
Myiagra azureocapilla,14.3,8.5,5.9,3.2,19,78.2,14.7,63.6,18.7,72.8,1,Insessorial,-17.01,-16.69,1,1,O,1,500,1,1,CP,S,No,Monarchidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.04003143348612,4.21950770517611,NT,441.36,12.9,Passeriformes,1,Invertebrate,Forest,Sedentary,Lower_risk
Myiagra erythrops,16.6,8.3,6.8,3.5,20.4,67,12,55,17.9,50.8,2,Insessorial,6.89,8.09,1,1,O,1,200,2,1,CP,T,No,Monarchidae,AerialSallying,NonCooperative,ExposedElevated,weak,Yes,1.1906908447938,0,LC,456.72,12.1,Passeriformes,2.21794871794872,Invertebrate,Forest,Sedentary,Lower_risk
Myiagra ferrocyanea,16.3,8.8,5.8,4.1,15.6,69,10.1,59,14.6,61.9,1,Insessorial,-9.95,-5.01,0,1,A,1,1500,3,1,CP,T,No,Monarchidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.575901449065324,2.53369681395743,LC,32643.7,12.8,Passeriformes,2.21794871794872,Invertebrate,Forest,Sedentary,Lower_risk
Myiagra galeata,16.2,8.4,6.2,4,15.4,67.6,11.5,56.1,16.9,54.3,2,Insessorial,-3.88,2.64,0,1,AW,1,150,4,1,CP,T,No,Monarchidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.67694724277124,3.61899332664977,LC,44624.81,11,Passeriformes,2.21794871794872,Invertebrate,Forest,Sedentary,Lower_risk
Myiagra pluto,17.7,9.5,7.1,4.3,19.9,80.4,15.2,65.2,18.9,72.4,2,Insessorial,5.78,7.1,1,1,O,1,500,4,1,CP,"S,T",No,Monarchidae,AerialSallying,NonCooperative,ExposedElevated,weak,Yes,1.17713238255308,0,LC,361.44,12.1,Passeriformes,1,Invertebrate,Forest,Sedentary,Lower_risk
Myiarchus antillarum,23.5,13.9,6.4,5.1,22.6,85.3,14.8,70.5,17.3,77.5,2,Insessorial,17.93,18.52,1,1,L,1,950,5,2,CV,"C,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,2.4212792657684,6.05959037615558,LC,9177.01,23.4,Passeriformes,5,Invertebrate,Forest,Sedentary,Lower_risk
Myiarchus apicalis,21.6,13.7,7.4,5.8,22.3,87.4,7.3,79.4,8.4,88.8,2,Insessorial,1.18,6.52,0,0,L,1,1300,5,2,CV,"B,C,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.26737438841918,4.30676415017333,LC,41557.9,29.2,Passeriformes,2.6,Invertebrate,Shrub,Sedentary,Lower_risk
Myiarchus barbirostris,19.6,11.5,6.8,4.2,18,71.2,11.1,60.2,15.4,69.8,1,Insessorial,17.7,18.53,1,1,L,1,2000,4,1,CV,"B,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.75746665467544,5.40492710160629,LC,11021.79,13.4,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Myiarchus cinerascens,23,14.3,6.8,6.2,22.4,96,19.8,77,20.4,89.7,2,Insessorial,19.5,47.6,0,0,LN,2,2500,4,2,CV,P,No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.228807099204,3.25037449192757,LC,3499111.39,28.2,Passeriformes,7,Invertebrate,Woodland,Migratory,Lower_risk
Myiarchus crinitus,22.7,15.5,8.5,6.9,21.8,98.8,21.6,79.4,21.4,88.1,1,Insessorial,8.61,55.55,0,0,L,1,1400,6,2,CV,"P,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,strong,No,1.6154249193757,3.85862222870103,LC,5137539.15,32.1,Passeriformes,8,Invertebrate,Woodland,Migratory,Lower_risk
Myiarchus ferox,21.7,14.4,7.7,5.8,21.8,85.8,12.2,73.4,14.2,86.9,2,Insessorial,-30.33,10.41,0,0,L,1,500,5,2,CV,"S,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.01942654690827,2.82137888640921,LC,11854121.16,27.5,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Myiarchus magnirostris,18.6,11.2,5.7,4.2,21.2,67,9.4,57.6,14,64.2,2,Insessorial,-1.41,0.65,1,1,L,1,1000,6,2,CV,"P,T,K,N",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,Yes,0.651355562432631,0,LC,7776.32,14.7,Passeriformes,6,Invertebrate,Shrub,Sedentary,Lower_risk
Myiarchus nugator,27.4,17.9,8.7,6.8,24.8,95.8,13.2,82.6,13.8,89.8,1,Insessorial,11.99,13.38,1,1,L,1,1200,6,3,CV,"T,B",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,Yes,1.78972720703726,5.37943641783283,LC,774.93,37,Passeriformes,4,Omnivore,Forest,Sedentary,Lower_risk
Myiarchus nuttingi,17.5,12.3,6.5,5.5,18.9,83.2,14.9,65.6,18.5,81.9,2,Insessorial,9.55,30.49,0,0,L,2,1800,3,2,CP,P,No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.26860068340795,4.30406509320417,LC,634487.92,23,Passeriformes,5,Invertebrate,Woodland,PartiallyMigratory,Lower_risk
Myiarchus oberi,25.8,16.3,8.1,6.4,23.3,95.8,14.7,81.1,15.3,89,2,Insessorial,13.7,17.73,1,1,L,1,800,4,2,CV,T,No,Tyrannidae,ArborealGleaning,NonCooperative,Cavity,weak,Yes,2.09163299143169,5.50370419627299,LC,4421.69,34.7,Passeriformes,4,Invertebrate,Woodland,Sedentary,Lower_risk
Myiarchus panamensis,21.6,14.6,7.7,6.4,23,90.4,15.5,74.7,17.2,88.6,2,Insessorial,0.97,11.39,0,0,L,1,1400,4,2,CV,"B,R,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.17095299652898,4.02535169073515,LC,370862.95,31.7,Passeriformes,3,Invertebrate,Woodland,Sedentary,Lower_risk
Myiarchus phaeocephalus,22.5,14.1,7.1,5.4,21.8,93,11.3,81.2,12.2,89.8,2,Insessorial,-6.74,1.08,0,0,L,1,1500,5,1,CV,T,No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.24725094452175,4.32148013480585,LC,99662.27,26.3,Passeriformes,4,Invertebrate,Woodland,Sedentary,Lower_risk
Myiarchus sagrae,22.4,14.1,6.6,4.9,19.2,82,11.2,70.8,13.7,80,2,Insessorial,19.26,27.23,0,1,L,1,1500,4,2,CP,"A,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.25491098282004,4.67749084756772,LC,122416.83,19.3,Passeriformes,4,Invertebrate,Woodland,Sedentary,Lower_risk
Myiarchus semirufus,24.1,15.9,7.3,5.3,21.6,87.8,10.8,76.9,12.4,87.5,2,Insessorial,-9.55,-4.03,0,0,L,1,500,3,2,CP,T,No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,0.976698111709522,3.06805293513362,VU,3794.35,22.5,Passeriformes,4,Invertebrate,Woodland,Sedentary,Higher_risk
Myiarchus stolidus,21.9,13.7,6.5,5.1,21.7,85.2,11,74.2,12.9,84,1,Insessorial,17.54,20.09,0,1,L,1,1800,4,2,CV,"B,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.37360701309047,5.3963511068194,LC,86228.49,20.8,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Myiarchus swainsoni,20.2,14.6,7,5.7,20.6,88.6,15,73.2,17,82.9,2,Insessorial,-41.17,8.63,0,0,L,2,1200,5,2,"CV,O","B,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.07187337372826,3.04452243772342,LC,11083742.29,25.1,Passeriformes,4,Invertebrate,Woodland,Migratory,Lower_risk
Myiarchus tuberculifer,21.1,12.9,7.1,5.2,20.1,80.4,15.5,66.8,18.8,76.5,1,Insessorial,-26.87,34.88,0,0,L,1,2800,4,2,CV,"A,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.00985340654897,3.05870707271538,LC,10588401.3,17.7,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Myiarchus tyrannulus,23.2,15.1,8.2,6.5,21.9,92,15.4,76.8,16.6,85.7,2,Insessorial,-32.56,37.51,0,0,L,2,2000,4,2,CV,"P,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.13678705056488,3.29212628660779,LC,10591424.15,35.5,Passeriformes,4,Invertebrate,Woodland,PartiallyMigratory,Lower_risk
Myiarchus validus,26.1,17.1,8.3,6.7,23.4,101.8,14.3,87.5,14,98,1,Insessorial,17.7,18.53,1,1,L,1,1700,3,2,CV,"S,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.75746665467544,5.40492710160629,LC,11021.79,40.6,Passeriformes,5,Omnivore,Forest,Sedentary,Lower_risk
Myiobius atricaudus,12.7,7,4.3,3.2,15.8,59.6,7.8,51.8,13,59.4,1,Insessorial,-24.82,11.68,0,0,L,1,1000,4,1,PN,T,No,Tityridae,AerialSallying,NonCooperative,Cavity,weak,No,1.08969454835004,3.37416870927424,LC,4897288.43,10,Passeriformes,2,Invertebrate,Woodland,Sedentary,Lower_risk
Myiobius barbatus,12.9,7,4.3,3.7,14.8,62.5,10.7,52.6,16.8,54.3,1,Insessorial,-27.82,8.65,0,0,L,1,600,3,1,PN,T,No,Tityridae,AerialSallying,NonCooperative,Cavity,weak,No,0.921155870319381,2.76000994003292,LC,6231670.56,11,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Myioborus brunniceps,12.3,6.8,3.9,3.4,20,62.5,8.9,53.6,14.3,67.1,1,Insessorial,-32.93,-16.25,0,0,L,2,1800,2,1,SP,G,No,Parulidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.14185834543543,3.20680324363393,LC,112336.71,9.2,Passeriformes,3.62179487179486,Invertebrate,Forest,Sedentary,Lower_risk
Myioborus flavivertex,12.2,6.8,4.2,3.6,19,62.2,12.2,50.1,19.6,59.5,1,Insessorial,10.34,11.09,1,0,L,1,1050,2,1,CP,G,No,Parulidae,ArborealGleaning,NonCooperative,ExposedGround,strong,No,0.727427152512826,0.832909122935104,LC,5278,15,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Myioborus melanocephalus,13.2,6.5,3.9,3.4,19.6,66,10.2,55.4,15.5,66.5,1,Insessorial,-17.58,1.11,0,0,L,1,1300,2,1,DM,G,No,Parulidae,ArborealGleaning,NonCooperative,Cavity,strong,No,1.10668191970032,3.6163087612791,LC,185791.05,11.3,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Myioborus miniatus,11.9,7,4.1,3.3,17.7,63.6,10.6,52,17,64.9,1,Insessorial,-19.89,28.82,0,0,L,1,2400,2,1,DM,"G,C",No,Parulidae,ArborealGleaning,NonCooperative,ExposedGround,weak,No,1.26860068340795,4.38701417618492,LC,1254327.4,9,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Myioborus pictus,12,6.7,3.7,3.4,17.4,73.2,14.8,58.4,20.2,62.7,2,Insessorial,12.75,36.34,0,0,LN,2,2000,1,1,"CP,CV","G,R,T",No,Parulidae,ArborealGleaning,NonCooperative,ExposedGround,strong,No,1.26243326360284,4.14788532915013,LC,1124631.5,9.8,Passeriformes,7,Invertebrate,Forest,Sedentary,Lower_risk
Myioborus torquatus,12.1,7.1,4.5,3.6,19.4,64.5,8.7,53.9,13.9,66.3,1,Insessorial,8.5,10.42,1,0,L,1,1900,3,1,SP,G,No,Parulidae,ArborealGleaning,NonCooperative,Cavity,strong,No,1.00985340654897,3.18635263316264,LC,5261.72,10.5,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Myiodynastes bairdii,28,18.5,10.1,9.1,24.6,116,23,93,19.8,94,2,Insessorial,-11.19,-0.34,0,0,L,1,1000,5,2,CP,"B,T",No,Tyrannidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.31826200722704,4.57882621064849,LC,96352.03,45,Passeriformes,5,Invertebrate,Woodland,Sedentary,Lower_risk
Myiodynastes chrysocephalus,26.6,17.7,11.1,7.7,18.5,106,22.6,83.8,21.2,89.1,2,Insessorial,-23.02,-5.59,0,0,L,1,1800,1,2,"CP,CV","R,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.19802754953329,4.22244456484942,LC,176225.83,38.3,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Myiodynastes hemichrysus,24.8,16.5,10.1,7.1,18.5,99.5,17.9,81.6,18,82.1,1,Insessorial,-5.76,11.19,0,0,L,1,1700,3,2,CP,T,No,Tyrannidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.951597874006527,2.91235066461494,LC,319266.74,43.4,Passeriformes,3,Omnivore,Forest,Sedentary,Lower_risk
Myiodynastes luteiventris,25.3,16.3,9.8,8.1,19.5,109.3,28.2,79.9,26,79.9,2,Insessorial,9.55,32.95,0,0,L,1,2000,2,2,"CP,CV",T,No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.20236568043175,3.91800507710569,LC,1255922.08,46.9,Passeriformes,4,Invertebrate,Woodland,Migratory,Lower_risk
Myiodynastes maculatus,25.6,18.4,10.5,8.4,19.5,107.9,21.8,85,20.3,79,2,Insessorial,-6.02,23.38,0,0,L,2,1675,5,3,"CP,CV","T,B",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.06778997237244,3.06339092202781,LC,4626474.72,43.2,Passeriformes,4,Invertebrate,Woodland,Migratory,Lower_risk
Myiomela diana,16.3,9.4,3.6,4.3,26,83,13,69.8,15.7,66,1,Generalist,-7.5,5.51,0,1,I,2,1400,1,1,SP,"G,S,T",No,Muscicapidae,GroundForaging,NonCooperative,Cavity,weak,No,0.883756169761018,4.26969744969996,LC,91597.85,26.2,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Myiomela leucura,17,9.7,3.6,4.3,27.2,90.8,18.7,72,20.6,72.6,2,Generalist,3.08,34.39,0,0,IP,2,2500,4,2,"CP,DM","G,S",No,Muscicapidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.20236568043175,4.89709325269713,LC,2713438.9,26.8,Passeriformes,5,Invertebrate,Forest,Sedentary,Lower_risk
Myiopagis caniceps,11.2,6.3,3.4,3.1,16,59.4,11.1,48.3,18.7,52.7,1,Insessorial,-28.81,-2.37,0,0,L,1,1100,4,2,CP,T,No,Tyrannidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.063659179389,3.09557760852371,LC,2653719.82,10.5,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Myiopagis cotta,11.7,6.2,3.1,3,16.7,66.2,12.2,54,18.5,63.2,2,Insessorial,17.7,18.53,1,1,L,1,2000,4,2,CP,"S,T",No,Tyrannidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.75746665467544,5.40492710160629,LC,11021.79,11.6,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
